Serial,M1,M2,M3,M4,M5,M6,S2,D1,D2,D3,D4,D4A.1,D4B.1,D4C.1,D4D.1,D4D1.1,D4E.1,D4A.2,D4B.2,D4C.2,D4D.2,D4D1.2,D4E.2,D4A.3,D4B.3,D4C.3,D4D.3,D4D1.3,D4E.3,D4A.4,D4B.4,D4C.4,D4D.4,D4D1.4,D4E.4,D4A.5,D4B.5,D4C.5,D4D.5,D4D1.5,D4E.5,D4A.6,D4B.6,D4C.6,D4D.6,D4D1.6,D4E.6,D4A.7,D4B.7,D4C.7,D4D.7,D4D1.7,D4E.7,D4A.8,D4B.8,D4C.8,D4D.8,D4D1.8,D4E.8,D4A.9,D4B.9,D4C.9,D4D.9,D4D1.9,D4E.9,D4F.1,D4F.2.1,D4F.2.2,D4F.2.3,D4F.2.4,D4F.2.5,D4F.2.6,D4F.2.7,D4F.2.8,D4F.2.9,D4F.2.10,D4F.2.11,D4F.2.12,D4F.2.13,D4F.2.14,D4F.2.15,D4F.2.16,D4F.2.97,D4G.1,D4G.2.1,D4G.2.2,D4G.2.3,D4G.2.4,D4G.2.5,D4G.2.6,D4G.2.7,D4G.2.8,D4G.2.9,D4G.2.10,D4G.2.11,D4G.2.12,D4G.2.13,D4G.2.14,D4G.2.15,D4G.2.16,D4G.2.17,D4G.2.18,D4G.2.97,D4H,D4I,D4J,D4J.2.1,D4J.2.2,D4J.2.3,D4J.2.4,D4J.2.5,D4J.2.6,D4J.2.7,D4J.2.8,D4J.2.9,D4J.2.10,D4J.2.97,D5,D6,D7,D8,D9,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.97,Q14,Q15A,Q15B,Q15C,Q15D,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q24H,Q24I,Q24J,Q24K,Q24L,Q24M,Q24N,Q24O,Q24P,Q24T,Q25,QN1,QN2,QN3,QN4,QN5,QN6,QN7,QN8,QN9,QN10,QN11
366,1,19912C06692,796273281,2,0,0,11,1,33,6,4,1,1,2,0,0,2,2,2,2,0,0,2,1,5,1,1,2,2,1,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,6,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,4,5,2,3,U,U,U,U,U,U,U,U,U,3 7 9,40,U,20,U,3,1,1,5 6,1,2,0,1 2 3,3,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
367,1,19912C06225,787678954,2,0,0,11,2,39,4,3,1,5,2,0,0,2,2,10,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,2,1,3,1,5,1,1,2,1,2,0,1,1 4,1,U,U,2,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,2,0,2,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,8,0,0,0,0,0,0,0,0,0,0,0
368,1,19912C07328,785306132,1,0,1,11,1,34,4,2,2,4,2,0,0,2,2,6,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,99,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 11,1,2,5,3,U,U,U,U,U,U,4,U,U,U,9,U,U,40,U,9,1,1,1 4,1,2,0,2 3 16,U,3,1,U,U,U,U,U,U,U,U,U,U,U,U,2,U,99,0,0,0,0,0,0,0,0,0,0,0
369,1,19912C06497,777108704,2,0,1,11,2,48,5,2,1,12,1,1,1,2,1,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,4,1,5,1,1,1,1,1,97,1,1 2 3 4 5,1,2,5,4,3,U,U,U,U,U,U,U,U,U,10,U,U,U,40,10,1,1,1,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,16,0,0,0,0,0,0,0,0,0,0,0
371,1,19912C07295,775369499,2,0,1,11,2,42,7,6,1,5,2,0,0,2,1,8,1,1,1,2,2,10,1,1,1,2,2,12,1,1,1,2,2,14,1,1,1,2,1,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 4 13,1,3,U,2,U,U,U,U,U,U,U,U,4,U,3 9,40,U,70,U,9,2,1,3 8,1,2 16,0,3,U,U,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
372,1,19912C07148,77729852,1,0,0,11,2,28,6,4,2,1,2,0,0,2,1,2.5,2,0,0,2,1,5,2,0,0,2,1,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 13,1,2,U,U,U,U,U,U,U,U,U,U,3,U,7 10 11,U,U,18,62,10,1,1,1 5 6,1,13,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
374,1,19912C06309,785779571,1,0,0,11,2,37,5,3,2,9,1,1,2,1,1,12,1,1,1,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,1,10 11,1,1 2 4,1,3,U,2,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,2,2,0,2,0,2,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
375,1,19912C06502,78720810,1,1,1,11,2,50,2,1,1,8,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,97,1,1,6,1 7,1,3,1,3,1,1,1,1,1,1,1,1 4,1,U,U,2,U,U,U,U,U,U,U,U,U,U,9,U,U,10,U,9,3,2,0,2,0,2 8,3 9 11,U,U,1,U,U,U,U,U,3,U,2,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
376,1,19912C06181,799138616,2,0,1,11,2,47,6,4,1,7,2,0,0,2,1,11,1,1,1,2,2,11,1,1,1,2,2,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,1 2,1,4,1,5,1,1,1,1,1,97,1,1 2 4 9,2,3,U,4,U,U,U,U,1,U,U,U,U,U,6,U,80,U,U,6,1,1,2,1,18,0,2 3 9,U,3,1,U,U,U,U,U,2,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
377,1,19912C07199,775327393,1,0,1,11,1,40,7,5,2,8,1,1,1,2,1,10,1,1,1,2,1,12,1,1,1,2,1,13,1,1,1,2,2,16,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,1 2,1,5,1,5,1,1,1,1,1,10,1,1 2 3 4 5,1,2,3,4,5,U,U,U,U,U,U,U,U,U,10,U,U,U,10,10,1,1,1,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
379,1,19912C06686,787801586,1,0,0,11,1,38,5,3,1,7,2,0,0,2,1,10,2,0,0,2,2,11,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,4 12,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,6,1,5,1,1,1,1,2,0,1,1 13,1,U,U,U,U,U,U,U,U,U,U,U,2,U,9,U,U,60,U,9,1,1,1 3,1,12,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
380,1,19912C06167,779078136,2,0,0,11,2,42,10,8,2,0.1,2,0,0,2,2,2,2,0,0,2,2,3,2,0,0,2,1,6,2,0,0,2,1,10,1,1,1,2,2,11,2,0,0,2,1,14,2,0,0,2,2,15,2,0,0,2,0,U,0,0,0,0,1 2 4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,99,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,2,1,1,2,0,1,1 2 4 8,1,3,U,2,U,U,U,4,U,U,U,U,U,U,4 5 6 7 9 11,U,40,60,20,9,1,1,2 3 5 6,1,14 15,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
382,1,19912C06216,796993560,1,0,0,11,2,26,4,2,1,6,2,0,0,2,1,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,2,0,1,1 2 4,1,3,U,2,U,U,U,U,U,U,U,U,U,U,9,U,U,20,U,9,2,1,3,1,2 12,0,2 3 9,U,2,1,U,U,U,U,U,3,U,U,U,U,U,U,U,U,7,0,0,0,0,0,0,0,0,0,0,0
383,1,19912c06286,786498936,2,0,0,11,1,36,7,5,1,5,2,0,0,2,2,7,1,1,1,2,1,9,1,1,1,2,2,11,1,1,1,2,2,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,6,1,5,1,1,1,1,2,0,1,1 2 4 13,1,2,U,3,U,U,U,U,U,U,U,U,4,U,2,40,U,U,U,2,1,1,7,1,16 20,0,2 3 9,U,1,2,U,U,U,U,U,3,U,U,U,U,U,U,U,U,16 97,0,0,0,0,0,0,0,0,0,0,0
384,1,19912C06484,777080929,1,0,0,11,1,32,4,2,1,2,2,0,0,2,2,4,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,2,1,5,1,1,1,1,2,0,1,1 2 4 5 11,1,2,U,3,5,U,U,U,U,U,4,U,U,U,9,U,U,30,U,9,1,1,4,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
385,1,19912C06480,788053683,1,0,0,11,2,43,7,4,2,7,1,1,1,2,2,12,1,1,1,2,2,13,1,1,1,2,1,14,1,1,2,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,2,1,5,1,1,1,1,1,1 2 3 4 5,1,1 2 3 4 5,1,2,4,3,5,U,U,U,U,U,U,U,U,U,3 9,60,U,20,U,3,2,1,3 8,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
386,1,19912C06244,785446967,2,0,0,11,1,35,7,5,1,2.5,2,0,0,2,2,6,2,0,0,2,2,8,1,1,1,2,2,10,1,1,1,2,2,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,1,10,1,1 2 4 13,1,2,U,3,U,U,U,U,U,U,U,U,4,U,10,U,U,U,10,10,1,1,1,1,13,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
387,1,19912C07384,779459578,1,0,1,11,2,35,5,2,1,12,1,1,1,2,2,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,1 2,1,3,1,5,1,1,1,1,1,2 10 11,1,1 2 13,1,2,U,U,U,U,U,U,U,U,U,U,3,U,3 10,8,U,U,32,10,2,1,1 8,1,21,0,1 2 3 9,1,3,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
388,1,19912C06487,779992372,1,0,0,11,2,26,5,3,2,2,2,0,0,2,2,6,2,0,0,2,2,8,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,4,1,5,1,1,1,1,1,10,1,1 2 3 4 5,1,2,4,3,5,U,U,U,U,U,U,U,U,U,3 7 9 11,20,U,15,10,3,2,1,3 6,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
390,1,19912c06209,786366712,1,0,1,11,1,38,4,3,1,0.3,2,0,0,2,2,2,2,0,0,2,2,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,4 7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,3,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,4,3,5,U,U,U,U,U,U,U,U,U,7 11,U,U,20,20,7,1,1,5 6,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
391,1,19912C07415,788630150,2,0,0,11,1,29,7,5,2,3,2,0,0,2,2,4,2,0,0,2,1,5,1,1,1,2,1,7,1,1,1,2,2,7,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,5,3,4,U,U,U,U,U,U,U,U,U,3,40,U,U,U,3,1,1,1 8,1,2 12,0,1 2,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,6,0,0,0,0,0,0,0,0,0,0,0
392,1,19912C06185,779070118,3,0,0,11,2,30,7,5,2,0.4,2,0,0,2,1,8,1,1,1,2,2,9,1,1,1,2,2,10,1,1,1,2,1,13,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,3 5,1,2,1,1,1,10,1,1 4 9 13,1,U,U,2,U,U,U,U,3,U,U,U,4,U,5 6 10 11,U,60,U,20,6,1,1,2 6,1,15 18,0,3,U,U,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
393,1,19912C06690,78621561,1,0,1,11,2,57,3,2,1,15,1,1,1,2,2,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,1 2,1,5,1,5,1,1,1,1,1,6,1,1 2 3 5 6,1,2,4,U,3,5,U,U,U,U,U,U,U,U,2,20,U,U,U,2,1,1,7,1,2,0,1 2 16,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
394,1,19912C02855,799064517,2,0,0,11,2,60,6,1,1,13,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,4 11,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,6,1,5,1,5,1,1,1,1,1,10,1,1 4,1,U,U,2,U,U,U,U,U,U,U,U,U,U,99,U,U,U,U,0,3,2,0,2,0,2 8,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
395,1,19912C07147,78215833,1,0,1,11,1,32,7,5,2,4,2,0,0,2,1,5,1,1,2,2,2,7,1,1,1,2,2,9,1,1,1,2,2,11,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,5,1,5,1,1,1,1,2,0,1,1 2 3 4 5,1,2,5,4,3,U,U,U,U,U,U,U,U,U,3 10,50,U,U,50,3,1,1,1,1,2 12,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
396,1,19912C06470,799408276,1,0,1,11,2,31,7,5,2,1,2,0,0,2,1,9,1,1,1,2,2,10,1,1,1,2,1,11,1,1,1,2,2,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,1 2,1,3,1,3 5,1,1,1,1,2,0,1,1 2 3 4 6,1,2,4,3,U,5,U,U,U,U,U,U,U,U,3 7 8,20,U,40,U,7,1,1,4,1,2,0,1 2 16,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,3,U,99,0,0,0,0,0,0,0,0,0,0,0
397,1,19912c07422,786651359,2,0,0,11,1,46,10,5,1,2,2,0,0,2,2,4,2,0,0,2,2,6,1,1,1,2,2,13,1,1,1,2,1,17,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1 2,1,4,1,5,1,2,1,1,2,0,1,4 13,U,U,U,1,U,U,U,U,U,U,U,U,2,U,3 5 9,25,25,30,U,9,1,1,2 3,1,14,0,1 2 3 9,1,3,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
398,1,19912C07197,799356635,1,0,0,11,2,30,7,5,1,5,2,0,0,2,2,8,1,1,1,2,1,9,1,1,1,2,2,13,1,1,1,2,1,14,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,1 2,1,5,1,5,1,1,1,1,1,10,1,1 2 3 4 5 6,1,2,5,4,3,U,U,U,U,U,U,U,U,U,3 7 9,50,U,20,U,3,1,1,2 3 8,1,2,0,2 3,U,1,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
399,1,19912C00511,786647245,1,0,0,11,2,41,3,1,2,12,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,2,1,2,1,5,1,1,1,1,2,0,1,4 12,U,U,U,1,U,U,U,U,U,U,U,2,U,U,10,U,U,U,20,10,1,1,1 3,1,12,0,1 2 3 9,1,3,2,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
400,1,19912C07419,776055639,1,0,0,11,1,34,6,4,2,8,1,1,1,2,2,11,1,1,1,2,1,13,1,1,1,2,2,15,1,1,1,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,1 2,1,3,1,5,1,1,1,1,1,10,1,1 2 4,1,2,U,3,U,U,U,U,U,U,U,U,U,U,9,U,U,40,U,9,3,2,0,2,0,2,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,99,0,0,0,0,0,0,0,0,0,0,0
401,1,19912C06180,787024518,1,0,1,11,1,42,6,5,2,4,2,0,0,2,1,7,1,1,1,2,1,9,1,1,1,2,2,11,1,1,1,2,1,13,2,0,0,2,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,0,U,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,6,1,5,1,1,1,1,2,0,1,1 2 4 9,1,4,U,2,U,U,U,U,3,U,U,U,U,U,9,U,U,50,U,9,1,1,3,1,2 12,0,2 3,U,2,1,U,U,U,U,U,U,U,U,U,U,U,U,U,U,9,0,0,0,0,0,0,0,0,0,0,0
